Hotel_Name,City,Check_In_Date,Room_Type,Price_Per_Night,Availability_Status,Additional_Info,Check_Out_Date,Total_Nights
City Inn,Delhi,2024-09-08,Suite,4416,Fully Booked,Breakfast Included,2024-09-13,5
Hotel Grand,Bangalore,2025-05-21,Double,9583,Fully Booked,No Info,2025-05-27,6
Hotel Grand,Bangalore,2025-04-30,Suite,6309,Available,Pool Access Included,2025-05-05,5
Ocean View,Hyderabad,2025-06-02,Double,14829,Fully Booked,Free Wi-Fi,2025-06-10,8
Mountain Lodge,Delhi,2024-10-02,Suite,6941,Fully Booked,Airport Shuttle,2024-10-09,7
City Inn,Pune,2024-10-11,Single,9483,Available,Free Wi-Fi,2024-10-13,2
Mountain Lodge,Kolkata,2025-03-21,Double,10328,Available,Airport Shuttle,2025-03-30,9
The Luxe,Pune,2024-09-12,Single,10860,Fully Booked,No Info,2024-09-13,1
The Luxe,Mumbai,2025-08-30,Single,8983,Fully Booked,Airport Shuttle,2025-09-01,2
The Luxe,Pune,2025-07-27,Double,5844,Available,Breakfast Included,2025-07-28,1
Ocean View,Pune,2024-09-23,Deluxe,6062,Available,Airport Shuttle,2024-09-26,3
The Luxe,Pune,2025-07-17,Double,14890,Available,Breakfast Included,2025-07-24,7
Hotel Grand,Hyderabad,2025-08-02,Double,14456,Available,Airport Shuttle,2025-08-11,9
The Luxe,Delhi,2025-01-02,Single,5245,Available,Pool Access Included,2025-01-06,4
Mountain Lodge,Bangalore,2024-12-16,Double,11533,Available,Breakfast Included,2024-12-19,3
Ocean View,Mumbai,2024-12-18,Single,3596,Fully Booked,Free Wi-Fi,2024-12-23,5
Hotel Grand,Jaipur,2025-03-23,Single,12977,Available,No Info,2025-03-24,1
The Luxe,Mumbai,2025-08-16,Deluxe,6166,Fully Booked,No Info,2025-08-19,3
Mountain Lodge,Bangalore,2024-11-10,Deluxe,13747,Available,Free Wi-Fi,2024-11-11,1
City Inn,Mumbai,2025-07-31,Suite,2575,Available,Airport Shuttle,2025-08-01,1
Hotel Grand,Kolkata,2024-12-12,Deluxe,4903,Fully Booked,No Info,2024-12-13,1
Ocean View,Bangalore,2024-09-08,Double,9578,Available,Breakfast Included,2024-09-14,6
The Luxe,Kolkata,2025-05-14,Single,12594,Fully Booked,Breakfast Included,2025-05-23,9
Hotel Grand,Jaipur,2024-12-17,Double,13181,Fully Booked,Pool Access Included,2024-12-27,10
Ocean View,Delhi,2024-09-26,Deluxe,2602,Fully Booked,Pool Access Included,2024-10-04,8
Mountain Lodge,Delhi,2024-10-12,Suite,4176,Fully Booked,Airport Shuttle,2024-10-18,6
Ocean View,Pune,2024-10-25,Double,9941,Fully Booked,Pool Access Included,2024-10-30,5
City Inn,Mumbai,2024-11-01,Single,13302,Fully Booked,Breakfast Included,2024-11-02,1
Hotel Grand,Mumbai,2025-03-20,Single,5694,Fully Booked,Pool Access Included,2025-03-25,5
The Luxe,Mumbai,2024-11-20,Single,13891,Fully Booked,No Info,2024-11-26,6
Hotel Grand,Pune,2024-09-13,Deluxe,13926,Available,No Info,2024-09-22,9
Ocean View,Jaipur,2024-09-18,Suite,4576,Fully Booked,Airport Shuttle,2024-09-22,4
Hotel Grand,Pune,2025-03-21,Double,8978,Fully Booked,Breakfast Included,2025-03-22,1
Ocean View,Pune,2024-09-02,Deluxe,6743,Fully Booked,No Info,2024-09-07,5
Hotel Grand,Mumbai,2025-04-19,Single,14548,Fully Booked,Free Wi-Fi,2025-04-23,4
The Luxe,Mumbai,2025-07-02,Deluxe,6968,Available,No Info,2025-07-10,8
Mountain Lodge,Pune,2025-01-11,Single,4813,Fully Booked,Pool Access Included,2025-01-20,9
Royal Palace,Kolkata,2024-12-28,Single,2929,Fully Booked,Pool Access Included,2025-01-01,4
Ocean View,Pune,2025-07-30,Deluxe,10042,Available,No Info,2025-08-02,3
Comfort Stay,Delhi,2025-03-09,Suite,5811,Fully Booked,No Info,2025-03-10,1
Mountain Lodge,Bangalore,2025-05-16,Suite,12750,Fully Booked,No Info,2025-05-26,10
The Luxe,Jaipur,2025-05-22,Single,7909,Available,Breakfast Included,2025-05-26,4
Mountain Lodge,Bangalore,2024-12-13,Single,13951,Fully Booked,Airport Shuttle,2024-12-14,1
Royal Palace,Bangalore,2025-01-28,Suite,14641,Fully Booked,Airport Shuttle,2025-02-02,5
City Inn,Hyderabad,2025-03-16,Double,4836,Available,Breakfast Included,2025-03-18,2
Mountain Lodge,Pune,2025-04-22,Suite,8712,Fully Booked,Airport Shuttle,2025-04-23,1
Hotel Grand,Chennai,2025-06-13,Single,9430,Available,No Info,2025-06-19,6
Hotel Grand,Jaipur,2025-06-13,Double,14506,Fully Booked,Breakfast Included,2025-06-22,9
Comfort Stay,Jaipur,2025-06-26,Double,5423,Available,Pool Access Included,2025-07-02,6
City Inn,Mumbai,2025-07-16,Single,14475,Fully Booked,Airport Shuttle,2025-07-25,9
The Luxe,Chennai,2024-11-20,Single,5612,Available,Pool Access Included,2024-11-25,5
Ocean View,Bangalore,2024-12-08,Double,12855,Fully Booked,Breakfast Included,2024-12-16,8
Ocean View,Hyderabad,2025-08-10,Double,4345,Available,Airport Shuttle,2025-08-18,8
Ocean View,Hyderabad,2025-02-20,Single,13747,Available,No Info,2025-03-02,10
Hotel Grand,Pune,2025-05-29,Double,10298,Fully Booked,Pool Access Included,2025-05-31,2
Mountain Lodge,Delhi,2025-05-18,Deluxe,3601,Available,Breakfast Included,2025-05-20,2
Comfort Stay,Kolkata,2024-12-24,Deluxe,8084,Available,Breakfast Included,2024-12-30,6
Ocean View,Pune,2025-01-31,Deluxe,10271,Available,Pool Access Included,2025-02-07,7
The Luxe,Pune,2024-10-16,Single,5330,Available,Breakfast Included,2024-10-22,6
Comfort Stay,Delhi,2025-02-06,Double,12138,Available,Airport Shuttle,2025-02-12,6
Royal Palace,Delhi,2025-03-13,Single,2890,Fully Booked,Free Wi-Fi,2025-03-19,6
Ocean View,Bangalore,2025-01-11,Single,14130,Fully Booked,Free Wi-Fi,2025-01-15,4
Royal Palace,Bangalore,2025-06-17,Single,6612,Available,Airport Shuttle,2025-06-18,1
Hotel Grand,Pune,2025-05-07,Deluxe,5108,Available,Pool Access Included,2025-05-12,5
Ocean View,Kolkata,2025-04-12,Single,6697,Fully Booked,Free Wi-Fi,2025-04-22,10
Comfort Stay,Delhi,2024-12-05,Deluxe,9993,Fully Booked,Pool Access Included,2024-12-10,5
City Inn,Delhi,2025-08-02,Deluxe,13443,Fully Booked,Free Wi-Fi,2025-08-10,8
The Luxe,Pune,2025-01-12,Single,14730,Available,Free Wi-Fi,2025-01-15,3
The Luxe,Pune,2025-01-13,Suite,11444,Available,Airport Shuttle,2025-01-18,5
Ocean View,Hyderabad,2024-09-13,Single,8715,Fully Booked,Pool Access Included,2024-09-22,9
Royal Palace,Chennai,2024-11-15,Suite,12712,Fully Booked,Free Wi-Fi,2024-11-16,1
The Luxe,Pune,2024-09-18,Double,8133,Available,Free Wi-Fi,2024-09-22,4
City Inn,Bangalore,2024-12-16,Deluxe,12243,Fully Booked,No Info,2024-12-26,10
City Inn,Mumbai,2024-11-01,Double,10283,Fully Booked,Airport Shuttle,2024-11-07,6
The Luxe,Jaipur,2025-05-08,Deluxe,6989,Available,Free Wi-Fi,2025-05-11,3
Mountain Lodge,Hyderabad,2025-02-18,Suite,3876,Fully Booked,No Info,2025-02-27,9
Ocean View,Mumbai,2025-05-26,Deluxe,5920,Fully Booked,Free Wi-Fi,2025-05-30,4
Royal Palace,Jaipur,2025-01-04,Suite,8678,Fully Booked,Airport Shuttle,2025-01-10,6
Ocean View,Bangalore,2025-04-11,Single,5820,Available,No Info,2025-04-17,6
Ocean View,Pune,2025-02-14,Deluxe,2511,Fully Booked,Free Wi-Fi,2025-02-16,2
City Inn,Delhi,2025-03-13,Double,13354,Available,Breakfast Included,2025-03-17,4
City Inn,Bangalore,2025-05-24,Single,2382,Available,Breakfast Included,2025-05-29,5
Ocean View,Mumbai,2025-06-08,Suite,5484,Available,Pool Access Included,2025-06-12,4
Royal Palace,Hyderabad,2025-06-05,Single,5281,Available,Pool Access Included,2025-06-09,4
The Luxe,Mumbai,2024-12-20,Single,5930,Available,Airport Shuttle,2024-12-22,2
Comfort Stay,Jaipur,2024-12-21,Single,12809,Available,Airport Shuttle,2024-12-24,3
City Inn,Bangalore,2024-09-25,Suite,12573,Available,No Info,2024-10-01,6
Mountain Lodge,Chennai,2025-06-29,Deluxe,7446,Fully Booked,Airport Shuttle,2025-07-09,10
Mountain Lodge,Jaipur,2025-03-02,Suite,9322,Fully Booked,Pool Access Included,2025-03-04,2
City Inn,Jaipur,2024-09-15,Deluxe,9900,Available,Breakfast Included,2024-09-24,9
Royal Palace,Hyderabad,2024-09-18,Single,3347,Fully Booked,Free Wi-Fi,2024-09-20,2
The Luxe,Bangalore,2025-02-08,Double,5545,Available,Free Wi-Fi,2025-02-15,7
City Inn,Delhi,2025-03-21,Double,10810,Fully Booked,Airport Shuttle,2025-03-30,9
The Luxe,Bangalore,2025-06-04,Double,5119,Available,Free Wi-Fi,2025-06-11,7
Comfort Stay,Jaipur,2025-02-06,Suite,11800,Fully Booked,Pool Access Included,2025-02-07,1
Comfort Stay,Hyderabad,2024-11-23,Single,8238,Fully Booked,Breakfast Included,2024-11-24,1
Ocean View,Delhi,2025-02-26,Deluxe,9722,Available,Free Wi-Fi,2025-03-07,9
The Luxe,Delhi,2025-04-23,Double,2384,Available,Free Wi-Fi,2025-04-28,5
Comfort Stay,Bangalore,2025-03-05,Single,6693,Available,No Info,2025-03-15,10
Ocean View,Bangalore,2024-11-10,Deluxe,2839,Fully Booked,Free Wi-Fi,2024-11-20,10
Comfort Stay,Jaipur,2024-09-13,Deluxe,14241,Fully Booked,Airport Shuttle,2024-09-14,1
Hotel Grand,Chennai,2025-01-25,Double,14567,Available,Pool Access Included,2025-02-04,10
City Inn,Delhi,2025-06-19,Suite,8941,Fully Booked,Airport Shuttle,2025-06-26,7
Royal Palace,Bangalore,2025-06-26,Suite,9732,Fully Booked,Pool Access Included,2025-07-02,6
The Luxe,Jaipur,2025-08-13,Deluxe,7356,Fully Booked,Airport Shuttle,2025-08-15,2
Ocean View,Chennai,2025-07-20,Deluxe,14682,Available,Pool Access Included,2025-07-22,2
The Luxe,Pune,2024-09-11,Double,9926,Available,Breakfast Included,2024-09-15,4
Royal Palace,Delhi,2024-12-07,Double,9868,Available,No Info,2024-12-09,2
Royal Palace,Jaipur,2025-05-10,Deluxe,3001,Available,No Info,2025-05-17,7
Hotel Grand,Jaipur,2024-12-28,Double,5288,Fully Booked,Free Wi-Fi,2025-01-06,9
Royal Palace,Pune,2025-05-24,Deluxe,9281,Available,No Info,2025-06-03,10
The Luxe,Pune,2025-02-12,Double,4430,Available,Free Wi-Fi,2025-02-19,7
City Inn,Hyderabad,2025-04-20,Single,8031,Available,No Info,2025-04-29,9
The Luxe,Hyderabad,2025-01-31,Deluxe,14082,Available,Pool Access Included,2025-02-04,4
Ocean View,Bangalore,2024-12-25,Suite,7040,Fully Booked,No Info,2024-12-30,5
Royal Palace,Jaipur,2024-11-13,Single,6544,Fully Booked,Free Wi-Fi,2024-11-16,3
City Inn,Bangalore,2025-02-17,Suite,5452,Fully Booked,Airport Shuttle,2025-02-24,7
The Luxe,Bangalore,2025-02-26,Double,7006,Fully Booked,Airport Shuttle,2025-03-04,6
The Luxe,Kolkata,2025-06-10,Double,14582,Fully Booked,No Info,2025-06-14,4
Mountain Lodge,Delhi,2025-07-28,Single,13194,Available,Airport Shuttle,2025-08-01,4
Royal Palace,Pune,2025-03-14,Suite,9984,Available,Free Wi-Fi,2025-03-24,10
The Luxe,Kolkata,2025-02-25,Double,8845,Available,No Info,2025-03-05,8
The Luxe,Bangalore,2025-05-31,Suite,3107,Fully Booked,Pool Access Included,2025-06-10,10
City Inn,Chennai,2025-05-15,Suite,7998,Available,Free Wi-Fi,2025-05-21,6
Hotel Grand,Mumbai,2025-08-10,Deluxe,14536,Fully Booked,Pool Access Included,2025-08-12,2
Mountain Lodge,Delhi,2025-07-06,Double,13378,Fully Booked,Breakfast Included,2025-07-15,9
Royal Palace,Chennai,2025-04-19,Double,11171,Fully Booked,Airport Shuttle,2025-04-27,8
Royal Palace,Bangalore,2025-05-26,Deluxe,5598,Available,Free Wi-Fi,2025-06-04,9
Royal Palace,Bangalore,2024-10-08,Double,11494,Available,Airport Shuttle,2024-10-10,2
Hotel Grand,Kolkata,2024-09-25,Deluxe,4036,Fully Booked,Pool Access Included,2024-09-28,3
Comfort Stay,Kolkata,2025-04-15,Suite,12295,Fully Booked,Breakfast Included,2025-04-20,5
City Inn,Kolkata,2025-07-04,Double,12304,Fully Booked,Airport Shuttle,2025-07-12,8
Hotel Grand,Kolkata,2024-10-18,Single,10142,Available,No Info,2024-10-23,5
Royal Palace,Hyderabad,2025-02-25,Single,12823,Available,Airport Shuttle,2025-03-03,6
Ocean View,Jaipur,2025-06-24,Suite,13352,Available,Airport Shuttle,2025-07-04,10
The Luxe,Chennai,2025-02-04,Single,8569,Fully Booked,No Info,2025-02-12,8
Royal Palace,Mumbai,2024-11-01,Single,3421,Fully Booked,Free Wi-Fi,2024-11-05,4
The Luxe,Bangalore,2024-11-26,Single,10144,Fully Booked,Free Wi-Fi,2024-11-29,3
City Inn,Jaipur,2024-12-26,Single,7584,Available,Pool Access Included,2024-12-28,2
Mountain Lodge,Delhi,2025-01-09,Double,7117,Fully Booked,No Info,2025-01-16,7
Royal Palace,Pune,2024-09-13,Double,12941,Fully Booked,Airport Shuttle,2024-09-23,10
City Inn,Pune,2025-02-06,Double,3795,Fully Booked,Airport Shuttle,2025-02-13,7
Royal Palace,Bangalore,2024-09-13,Deluxe,2814,Available,No Info,2024-09-17,4
Hotel Grand,Hyderabad,2025-04-21,Single,14487,Fully Booked,Pool Access Included,2025-04-22,1
Royal Palace,Bangalore,2025-07-30,Double,5686,Fully Booked,Pool Access Included,2025-08-01,2
Mountain Lodge,Pune,2024-09-16,Double,2167,Available,Free Wi-Fi,2024-09-19,3
Hotel Grand,Mumbai,2025-06-25,Deluxe,10724,Fully Booked,No Info,2025-06-29,4
Hotel Grand,Jaipur,2024-10-07,Suite,12770,Available,Pool Access Included,2024-10-09,2
Comfort Stay,Hyderabad,2025-01-08,Single,13007,Available,Breakfast Included,2025-01-11,3
The Luxe,Hyderabad,2025-01-11,Double,7108,Fully Booked,Free Wi-Fi,2025-01-17,6
City Inn,Jaipur,2025-02-24,Deluxe,5556,Available,Breakfast Included,2025-03-04,8
Ocean View,Bangalore,2025-06-12,Single,7000,Fully Booked,No Info,2025-06-15,3
City Inn,Delhi,2025-08-12,Double,6089,Fully Booked,Airport Shuttle,2025-08-21,9
Hotel Grand,Pune,2025-08-09,Suite,13877,Fully Booked,No Info,2025-08-19,10
Ocean View,Pune,2024-12-23,Single,13860,Fully Booked,Pool Access Included,2025-01-02,10
Royal Palace,Kolkata,2024-12-29,Double,5724,Available,Pool Access Included,2025-01-02,4
City Inn,Kolkata,2025-01-21,Deluxe,5880,Available,Pool Access Included,2025-01-26,5
Mountain Lodge,Bangalore,2025-03-28,Suite,7653,Fully Booked,No Info,2025-04-05,8
Comfort Stay,Hyderabad,2024-11-10,Suite,7359,Available,Breakfast Included,2024-11-19,9
Royal Palace,Mumbai,2024-11-11,Deluxe,2616,Available,No Info,2024-11-20,9
Comfort Stay,Kolkata,2025-03-16,Single,14233,Available,No Info,2025-03-23,7
Mountain Lodge,Jaipur,2024-10-16,Suite,8547,Available,Pool Access Included,2024-10-25,9
Hotel Grand,Hyderabad,2025-01-19,Deluxe,2546,Available,Airport Shuttle,2025-01-21,2
Comfort Stay,Pune,2025-06-22,Suite,13818,Available,Pool Access Included,2025-06-28,6
City Inn,Bangalore,2025-03-29,Deluxe,14509,Fully Booked,Free Wi-Fi,2025-04-06,8
Hotel Grand,Mumbai,2024-11-25,Suite,13243,Available,No Info,2024-11-29,4
Royal Palace,Bangalore,2025-07-30,Double,10657,Available,Airport Shuttle,2025-07-31,1
The Luxe,Delhi,2025-02-06,Deluxe,12814,Fully Booked,Pool Access Included,2025-02-10,4
Comfort Stay,Pune,2025-01-12,Single,2046,Fully Booked,Pool Access Included,2025-01-20,8
Hotel Grand,Hyderabad,2024-12-24,Deluxe,12701,Fully Booked,Pool Access Included,2024-12-30,6
Ocean View,Hyderabad,2025-05-24,Suite,10895,Available,Airport Shuttle,2025-05-28,4
Mountain Lodge,Kolkata,2024-09-19,Single,7086,Fully Booked,Pool Access Included,2024-09-29,10
Mountain Lodge,Mumbai,2024-12-31,Deluxe,5291,Available,Airport Shuttle,2025-01-02,2
City Inn,Mumbai,2025-06-13,Single,6861,Fully Booked,Free Wi-Fi,2025-06-19,6
Ocean View,Kolkata,2025-05-29,Single,8284,Fully Booked,Pool Access Included,2025-06-06,8
Royal Palace,Bangalore,2025-08-22,Suite,12881,Available,No Info,2025-09-01,10
The Luxe,Jaipur,2024-11-11,Single,12270,Fully Booked,Airport Shuttle,2024-11-14,3
Mountain Lodge,Mumbai,2024-10-02,Single,2848,Fully Booked,Breakfast Included,2024-10-04,2
City Inn,Bangalore,2024-10-09,Deluxe,6528,Available,No Info,2024-10-12,3
Mountain Lodge,Chennai,2024-09-16,Suite,6184,Fully Booked,Free Wi-Fi,2024-09-20,4
The Luxe,Jaipur,2024-09-02,Suite,4873,Available,Breakfast Included,2024-09-12,10
Ocean View,Pune,2025-08-19,Single,2499,Available,Pool Access Included,2025-08-25,6
Hotel Grand,Pune,2025-02-01,Deluxe,8499,Available,Airport Shuttle,2025-02-11,10
City Inn,Hyderabad,2025-07-09,Suite,3326,Available,No Info,2025-07-16,7
City Inn,Jaipur,2025-08-13,Single,13085,Available,Airport Shuttle,2025-08-23,10
The Luxe,Pune,2024-11-30,Deluxe,8220,Fully Booked,Airport Shuttle,2024-12-10,10
The Luxe,Kolkata,2024-12-06,Suite,14792,Available,No Info,2024-12-15,9
City Inn,Jaipur,2025-04-22,Suite,11434,Fully Booked,Breakfast Included,2025-04-29,7
Mountain Lodge,Hyderabad,2024-10-19,Single,9419,Fully Booked,Free Wi-Fi,2024-10-28,9
Hotel Grand,Hyderabad,2025-03-28,Suite,6370,Fully Booked,Free Wi-Fi,2025-04-01,4
Hotel Grand,Delhi,2024-09-08,Double,7028,Available,Breakfast Included,2024-09-16,8
City Inn,Chennai,2024-09-04,Suite,4105,Available,No Info,2024-09-08,4
The Luxe,Mumbai,2025-05-06,Double,8490,Available,Pool Access Included,2025-05-16,10
Mountain Lodge,Pune,2025-06-08,Double,2702,Fully Booked,Airport Shuttle,2025-06-12,4
Comfort Stay,Chennai,2025-02-20,Deluxe,8308,Available,Pool Access Included,2025-03-02,10
Royal Palace,Jaipur,2025-07-28,Single,4568,Available,Breakfast Included,2025-08-02,5
City Inn,Bangalore,2025-03-24,Deluxe,5715,Fully Booked,Pool Access Included,2025-03-31,7
City Inn,Kolkata,2025-06-29,Single,6402,Fully Booked,Breakfast Included,2025-07-02,3
The Luxe,Delhi,2025-05-27,Single,6510,Fully Booked,Pool Access Included,2025-05-30,3
Hotel Grand,Bangalore,2025-06-24,Double,12309,Available,Breakfast Included,2025-07-01,7
Hotel Grand,Pune,2024-09-02,Deluxe,4843,Fully Booked,Airport Shuttle,2024-09-05,3
Comfort Stay,Chennai,2025-01-19,Deluxe,10063,Fully Booked,Airport Shuttle,2025-01-21,2
Royal Palace,Hyderabad,2025-03-21,Double,12751,Available,Airport Shuttle,2025-03-23,2
The Luxe,Chennai,2025-06-30,Deluxe,4806,Fully Booked,No Info,2025-07-06,6
City Inn,Chennai,2025-08-11,Deluxe,2561,Available,Airport Shuttle,2025-08-15,4
The Luxe,Jaipur,2025-05-15,Double,2938,Available,No Info,2025-05-17,2
Comfort Stay,Mumbai,2025-03-09,Deluxe,11386,Fully Booked,Free Wi-Fi,2025-03-12,3
Comfort Stay,Bangalore,2025-02-05,Suite,13371,Available,Airport Shuttle,2025-02-07,2
Comfort Stay,Delhi,2025-01-26,Suite,6840,Fully Booked,No Info,2025-01-31,5
Hotel Grand,Jaipur,2024-12-13,Double,8614,Fully Booked,No Info,2024-12-18,5
Royal Palace,Pune,2025-01-02,Double,14339,Fully Booked,Free Wi-Fi,2025-01-09,7
Ocean View,Kolkata,2025-08-22,Suite,2638,Available,Pool Access Included,2025-08-31,9
City Inn,Bangalore,2024-11-19,Single,9339,Fully Booked,Free Wi-Fi,2024-11-28,9
Comfort Stay,Kolkata,2024-09-01,Suite,14440,Fully Booked,Pool Access Included,2024-09-04,3
Comfort Stay,Hyderabad,2025-08-23,Deluxe,9359,Available,Breakfast Included,2025-09-02,10
Royal Palace,Bangalore,2024-12-23,Single,3870,Fully Booked,Airport Shuttle,2024-12-24,1
Mountain Lodge,Delhi,2025-07-17,Deluxe,11845,Fully Booked,Airport Shuttle,2025-07-24,7
City Inn,Kolkata,2025-05-15,Deluxe,8886,Available,Pool Access Included,2025-05-22,7
City Inn,Bangalore,2025-07-16,Deluxe,5815,Available,Free Wi-Fi,2025-07-21,5
The Luxe,Bangalore,2024-12-03,Double,9658,Available,Pool Access Included,2024-12-10,7
Ocean View,Pune,2024-12-15,Double,6468,Available,No Info,2024-12-21,6
Royal Palace,Bangalore,2024-09-21,Deluxe,6467,Fully Booked,Breakfast Included,2024-09-23,2
Ocean View,Pune,2025-06-09,Deluxe,7778,Available,No Info,2025-06-17,8
Ocean View,Pune,2025-01-22,Deluxe,12275,Fully Booked,Breakfast Included,2025-02-01,10
The Luxe,Bangalore,2025-04-06,Suite,7043,Available,Breakfast Included,2025-04-11,5
Mountain Lodge,Jaipur,2025-01-01,Double,9432,Available,No Info,2025-01-08,7
Royal Palace,Kolkata,2025-06-28,Single,4012,Available,Free Wi-Fi,2025-06-30,2
Ocean View,Bangalore,2024-09-12,Single,3292,Available,Pool Access Included,2024-09-13,1
Comfort Stay,Mumbai,2025-04-05,Suite,11099,Available,No Info,2025-04-11,6
City Inn,Jaipur,2024-09-03,Suite,2388,Available,Pool Access Included,2024-09-07,4
Hotel Grand,Hyderabad,2025-01-16,Double,5998,Fully Booked,No Info,2025-01-24,8
Royal Palace,Kolkata,2025-01-19,Suite,3687,Fully Booked,No Info,2025-01-26,7
Royal Palace,Kolkata,2025-08-22,Deluxe,9552,Fully Booked,Breakfast Included,2025-08-30,8
Royal Palace,Mumbai,2025-03-21,Deluxe,6537,Available,Pool Access Included,2025-03-22,1
Ocean View,Jaipur,2025-06-30,Single,2953,Fully Booked,Pool Access Included,2025-07-01,1
Mountain Lodge,Delhi,2025-06-12,Deluxe,5395,Available,Free Wi-Fi,2025-06-22,10
Hotel Grand,Pune,2025-07-21,Double,7831,Fully Booked,No Info,2025-07-24,3
Mountain Lodge,Mumbai,2025-02-22,Deluxe,10292,Available,No Info,2025-02-25,3
The Luxe,Jaipur,2024-10-09,Single,2309,Available,Pool Access Included,2024-10-14,5
Comfort Stay,Bangalore,2025-02-01,Deluxe,10244,Fully Booked,Free Wi-Fi,2025-02-10,9
The Luxe,Pune,2024-09-08,Double,11847,Fully Booked,Breakfast Included,2024-09-18,10
Royal Palace,Bangalore,2024-09-01,Suite,8913,Available,Free Wi-Fi,2024-09-02,1
Ocean View,Chennai,2025-03-19,Deluxe,7862,Available,Free Wi-Fi,2025-03-27,8
Mountain Lodge,Mumbai,2025-04-24,Single,11248,Fully Booked,Airport Shuttle,2025-04-28,4
The Luxe,Delhi,2025-01-29,Double,10110,Available,Airport Shuttle,2025-02-07,9
Ocean View,Pune,2025-02-24,Double,3979,Fully Booked,Free Wi-Fi,2025-02-25,1
Hotel Grand,Kolkata,2024-10-21,Single,8024,Fully Booked,Airport Shuttle,2024-10-27,6
Comfort Stay,Kolkata,2025-02-27,Single,13714,Available,Free Wi-Fi,2025-03-04,5
Mountain Lodge,Pune,2025-07-08,Deluxe,14804,Fully Booked,Pool Access Included,2025-07-17,9
City Inn,Bangalore,2024-09-14,Single,5566,Fully Booked,Airport Shuttle,2024-09-22,8
Hotel Grand,Hyderabad,2025-07-08,Double,3041,Fully Booked,Pool Access Included,2025-07-12,4
Hotel Grand,Bangalore,2025-02-12,Double,11497,Available,Free Wi-Fi,2025-02-18,6
The Luxe,Pune,2024-09-14,Deluxe,12621,Available,Airport Shuttle,2024-09-18,4
Comfort Stay,Chennai,2025-05-27,Double,11285,Available,Airport Shuttle,2025-06-02,6
Hotel Grand,Kolkata,2025-02-28,Single,8723,Fully Booked,Pool Access Included,2025-03-07,7
Comfort Stay,Mumbai,2025-06-02,Single,8099,Available,Airport Shuttle,2025-06-03,1
Mountain Lodge,Delhi,2024-11-04,Double,5017,Fully Booked,Breakfast Included,2024-11-14,10
City Inn,Kolkata,2025-08-10,Deluxe,9133,Fully Booked,Breakfast Included,2025-08-17,7
Royal Palace,Pune,2024-09-27,Double,9076,Available,Pool Access Included,2024-10-05,8
Ocean View,Delhi,2024-12-15,Deluxe,6032,Fully Booked,Airport Shuttle,2024-12-23,8
Comfort Stay,Mumbai,2025-07-20,Suite,13632,Available,Breakfast Included,2025-07-21,1
City Inn,Pune,2025-05-17,Suite,13494,Available,No Info,2025-05-18,1
Ocean View,Hyderabad,2025-07-22,Single,5757,Available,Airport Shuttle,2025-07-24,2
Royal Palace,Chennai,2024-10-14,Deluxe,7894,Fully Booked,No Info,2024-10-22,8
The Luxe,Pune,2025-05-09,Double,10147,Available,Breakfast Included,2025-05-18,9
Ocean View,Kolkata,2025-07-12,Suite,9166,Fully Booked,Free Wi-Fi,2025-07-19,7
Mountain Lodge,Jaipur,2025-07-19,Single,6400,Available,No Info,2025-07-27,8
The Luxe,Delhi,2025-08-03,Double,12066,Available,No Info,2025-08-10,7
Ocean View,Bangalore,2024-11-14,Double,4106,Available,No Info,2024-11-22,8
Mountain Lodge,Chennai,2025-04-03,Double,13815,Available,Breakfast Included,2025-04-05,2
Ocean View,Jaipur,2024-09-03,Double,11601,Fully Booked,Breakfast Included,2024-09-05,2
The Luxe,Kolkata,2024-12-01,Suite,10140,Fully Booked,No Info,2024-12-11,10
The Luxe,Hyderabad,2025-05-01,Deluxe,14513,Fully Booked,Airport Shuttle,2025-05-03,2
City Inn,Pune,2024-09-20,Deluxe,8239,Available,Free Wi-Fi,2024-09-26,6
Comfort Stay,Delhi,2024-09-01,Deluxe,11468,Fully Booked,Free Wi-Fi,2024-09-10,9
The Luxe,Bangalore,2024-12-28,Suite,14619,Available,Breakfast Included,2025-01-06,9
City Inn,Mumbai,2025-05-06,Suite,11459,Available,Pool Access Included,2025-05-14,8
The Luxe,Jaipur,2025-01-13,Single,2579,Fully Booked,Pool Access Included,2025-01-21,8
Ocean View,Delhi,2025-04-03,Single,4340,Available,Airport Shuttle,2025-04-12,9
Mountain Lodge,Chennai,2025-03-23,Double,5075,Fully Booked,Breakfast Included,2025-03-31,8
Mountain Lodge,Hyderabad,2025-06-09,Suite,8320,Fully Booked,Pool Access Included,2025-06-12,3
Hotel Grand,Chennai,2025-06-18,Suite,9695,Fully Booked,Free Wi-Fi,2025-06-28,10
Mountain Lodge,Kolkata,2025-02-19,Deluxe,8817,Available,Free Wi-Fi,2025-02-23,4
Royal Palace,Jaipur,2025-04-02,Double,2420,Available,Airport Shuttle,2025-04-07,5
The Luxe,Chennai,2025-08-18,Double,7504,Available,Pool Access Included,2025-08-19,1
Comfort Stay,Jaipur,2024-11-21,Single,13409,Fully Booked,No Info,2024-11-22,1
The Luxe,Jaipur,2025-06-06,Double,11461,Available,Airport Shuttle,2025-06-11,5
City Inn,Kolkata,2025-08-28,Double,8194,Fully Booked,Free Wi-Fi,2025-09-06,9
Royal Palace,Pune,2024-11-26,Double,9668,Available,No Info,2024-11-30,4
